tconst,startYear,runtimeMinutes,budget,production_companies,original_language,origin_country,top_3_cast,director,keywords,genres,certification_us,release_date,profitable
tt16426418,2024,131.0,55000000.0,"[84041, 226216, 46344, 210099]",en,['US'],"[{'id': 505710, 'popularity': 9.3197}, {'id': 1423520, 'popularity': 1.3079}, {'id': 1206334, 'popularity': 2.3808}]","[{'id': 78160, 'popularity': 1.2209}]","[1326, 1157, 128, 6075, 1488, 271, 1664, 2076, 2848, 3230, 9823, 10188, 155262, 160743, 162296, 168939, 178844, 228041, 238821, 252104, 252990, 257783, 258533, 269734, 279043, 294708, 307949, 325763]","[18, 10749]",R,2024-04-18,0
tt8001346,2018,87.0,36000000.0,"[4888, 1115]",fr,['FR'],"[{'id': 28781, 'popularity': 1.4568}, {'id': 1152669, 'popularity': 0.1895}, {'id': 1146860, 'popularity': 0.3438}]","[{'id': 47826, 'popularity': 0.5219}, {'id': 1397397, 'popularity': 0.1093}]","[1405, 9717]","[10751, 16, 35, 12]",,2018-05-12,0
tt14403504,2025,93.0,23800000.0,"[1786, 162036, 210227, 112733, 7493, 247773, 125584]",en,['US'],"[{'id': 57755, 'popularity': 5.3106}, {'id': 1489211, 'popularity': 2.1087}, {'id': 1508313, 'popularity': 3.5646}]","[{'id': 2202407, 'popularity': 0.2046}]","[9672, 210550, 314730, 348023, 348851]","[53, 18]",PG-13,2025-02-24,0
tt1781922,2015,103.0,5000000.0,"[2877, 2266, 66930]",en,['US'],"[{'id': 887, 'popularity': 4.4777}, {'id': 25703, 'popularity': 1.5685}, {'id': 1186840, 'popularity': 1.0874}]","[{'id': 77147, 'popularity': 0.5131}]","[612, 11196, 4776, 2020, 6285, 5721, 10349, 13129, 14638, 18035, 34061, 185815]","[53, 28]",R,2015-08-26,1
tt2873282,2018,140.0,69000000.0,"[7076, 25, 22213]",en,['US'],"[{'id': 72129, 'popularity': 5.4298}, {'id': 33192, 'popularity': 2.1737}, {'id': 73381, 'popularity': 2.3429}]","[{'id': 10943, 'popularity': 1.7744}]","[591, 739, 810, 818, 1430, 470, 1627, 3182, 4613, 3637, 8780, 11612, 13006, 14617, 18117, 156240, 159346, 165913, 177770, 186450, 190654, 201456, 210162, 217282, 221062, 221966, 230331, 238090, 239797, 240315, 284103, 293643, 310570, 313985, 314730, 317022, 321464, 324886, 325773]","[53, 9648]",R,2018-02-28,0
tt9034290,2019,123.0,3000000.0,[94806],tr,['TR'],"[{'id': 1778499, 'popularity': 0.8042}, {'id': 1457752, 'popularity': 0.7212}, {'id': 1467515, 'popularity': 0.3496}]","[{'id': 1876416, 'popularity': 0.1432}]","[2504, 156153, 213299, 223194]","[36, 18, 10752]",,2019-03-15,0
tt8615822,2020,128.0,25000000.0,"[135020, 76992, 114814, 120206]",en,"['US', 'AU']","[{'id': 1231108, 'popularity': 0.3736}, {'id': 1527566, 'popularity': 0.4581}, {'id': 7242, 'popularity': 2.2335}]","[{'id': 1670908, 'popularity': 0.2966}]",[14909],"[878, 28]",R,2020-10-30,0
tt8688634,2019,99.0,33000000.0,"[47729, 36209, 3393, 269759, 106544]",en,['US'],"[{'id': 172069, 'popularity': 1.6117}, {'id': 23459, 'popularity': 5.1732}, {'id': 18999, 'popularity': 7.2619}]","[{'id': 93223, 'popularity': 0.3958}]","[242, 1562, 1552, 703, 10950, 11522, 156022, 162914, 207268, 226499, 321464, 325775, 325856]","[80, 28, 18]",R,2019-10-24,0
tt1124037,2016,139.0,50000000.0,"[47729, 3393, 7437, 80834, 88607, 50481, 13778, 104907, 1163]",en,['US'],"[{'id': 10297, 'popularity': 4.692}, {'id': 1216606, 'popularity': 2.9584}, {'id': 932967, 'popularity': 2.7184}]","[{'id': 23964, 'popularity': 0.6431}]","[529, 2831, 9672, 15060, 162845, 163188, 174375, 179585, 296858, 309603]","[28, 18, 36, 10752]",R,2016-06-24,0
tt15732324,2023,156.0,7500000.0,"[6808, 35063, 160468]",hi,['IN'],"[{'id': 1179460, 'popularity': 0.6775}, {'id': 35070, 'popularity': 4.1448}, {'id': 1115720, 'popularity': 0.9858}]","[{'id': 229257, 'popularity': 0.1849}]","[9701, 7066, 9663, 192159, 203322, 253980, 322219]","[35, 18]",,2023-08-11,1
tt1560220,2019,99.0,42000000.0,"[5, 84792, 275988]",en,['US'],"[{'id': 57755, 'popularity': 5.3106}, {'id': 44735, 'popularity': 2.8414}, {'id': 54693, 'popularity': 7.2845}]","[{'id': 91268, 'popularity': 0.5575}]","[1459, 833, 10292, 7312, 9663, 10349, 11931, 12377, 163795, 179430, 208156, 235380, 299335, 303310, 309974, 320420, 324713, 325765, 325818]","[27, 35]",R,2019-10-09,1
tt4975722,2016,111.0,4000000.0,"[41077, 81, 103697]",en,['US'],"[{'id': 1650301, 'popularity': 0.6254}, {'id': 459980, 'popularity': 0.7585}, {'id': 1005852, 'popularity': 2.2801}]","[{'id': 92784, 'popularity': 0.4426}]","[2231, 6270, 1196, 726, 416, 970, 1721, 1013, 1803, 2394, 1946, 6733, 10683, 10180, 158718, 164296, 194226, 195624, 230701, 258533, 289844, 325835]",[18],R,2016-10-21,1
tt6166392,2023,116.0,125000000.0,"[174, 79, 214904, 437, 216687]",en,['GB'],"[{'id': 1190668, 'popularity': 6.3575}, {'id': 1939373, 'popularity': 0.4661}, {'id': 298410, 'popularity': 2.9042}]","[{'id': 101666, 'popularity': 0.4594}]","[715, 4344, 9675, 179431, 206594, 303310, 325765]","[35, 10751, 14]",PG,2023-12-06,1
tt4558200,2019,110.0,3600000.0,"[109666, 121204, 23034, 109667, 267492]",en,['US'],"[{'id': 11155, 'popularity': 2.9206}, {'id': 967781, 'popularity': 1.5784}, {'id': 31532, 'popularity': 1.1485}]","[{'id': 1151353, 'popularity': 0.1669}]","[796, 1803, 12670, 155716, 162914, 243653, 326312, 364311, 372066, 372499, 372500, 372501, 372502, 373661, 373662]","[80, 18, 28]",R,2019-11-01,0
tt27441481,2025,168.0,43000000.0,[7135],ta,['IN'],"[{'id': 91555, 'popularity': 1.0154}, {'id': 149958, 'popularity': 0.6856}, {'id': 1470729, 'popularity': 0.5546}]","[{'id': 1592411, 'popularity': 1.361}]","[15011, 285712]","[28, 53, 80]",NR,2025-08-13,0
tt4271820,2015,139.0,940000.0,[3118],ta,['IN'],"[{'id': 1115225, 'popularity': 0.8808}, {'id': 225388, 'popularity': 0.8349}, {'id': 89153, 'popularity': 1.802}]","[{'id': 78747, 'popularity': 0.5445}]","[1157, 5903, 9673, 10827, 164698, 204207, 283392]","[10749, 18]",PG,2015-04-16,1
tt2093991,2016,86.0,5000000.0,"[47843, 6692, 6901, 21856, 63369, 96278]",en,['US'],"[{'id': 1979, 'popularity': 2.6567}, {'id': 335, 'popularity': 2.8728}, {'id': 61363, 'popularity': 1.5148}]","[{'id': 916958, 'popularity': 0.5076}]","[840, 833, 1228, 9376, 10229, 13094, 187056]","[18, 35, 36]",R,2016-03-22,0
tt30096221,2025,115.0,35000000.0,"[127928, 18, 22213]",en,['US'],"[{'id': 2201315, 'popularity': 2.2317}, {'id': 8944, 'popularity': 3.682}, {'id': 1334638, 'popularity': 1.1902}]","[{'id': 3388, 'popularity': 1.0096}]","[6078, 6894, 10041, 215664, 226268, 309974, 325763, 325776, 348401]","[35, 18]",PG-13,2025-12-11,0
tt9024106,2019,109.0,6000000.0,[],en,['US'],"[{'id': 1507396, 'popularity': 0.231}, {'id': 1497306, 'popularity': 0.2681}, {'id': 149448, 'popularity': 0.2969}]","[{'id': 109017, 'popularity': 0.4354}, {'id': 109016, 'popularity': 0.4038}]","[818, 3725, 4375, 11436, 5565, 9672, 8798, 9826, 11716, 14641, 173490, 191037, 208591, 211740, 212915, 221195, 228649, 235420, 253509, 264484, 267682, 273060, 281237, 309974, 320420, 323807]",[18],R,2019-03-21,1
tt6878882,2018,142.0,70000000.0,"[30148, 109462, 109463, 109465, 8881, 122289, 25660, 20542, 197030, 2269]",zh,"['CN', 'HK']","[{'id': 146098, 'popularity': 1.5612}, {'id': 1816461, 'popularity': 2.6179}, {'id': 1018563, 'popularity': 0.5181}]","[{'id': 81220, 'popularity': 1.0923}]","[5250, 12995, 18034, 18233, 193042, 193154, 244531, 244532]","[28, 53, 10752, 12]",R,2018-02-16,1
tt4712810,2025,113.0,90000000.0,"[1632, 281285, 221429, 491]",en,['US'],"[{'id': 44735, 'popularity': 2.8414}, {'id': 3918497, 'popularity': 0.7739}, {'id': 1767250, 'popularity': 2.3662}]","[{'id': 91268, 'popularity': 0.5575}]","[1384, 1385, 9663, 40903, 159401, 227975, 238039, 302711, 353505, 369401, 372202, 372203, 372204, 372205, 372206, 372207, 373974]","[80, 53]",PG-13,2025-11-12,1
tt12789558,2021,98.0,11000000.0,"[38227, 11667]",en,"['US', 'GB']","[{'id': 3232669, 'popularity': 0.6167}, {'id': 1254583, 'popularity': 1.8166}, {'id': 147056, 'popularity': 2.7424}]","[{'id': 11181, 'popularity': 4.1919}]","[11935, 12999, 157198, 208992, 230977]","[18, 36]",PG-13,2021-11-12,1
tt4532038,2020,94.0,18000000.0,"[53531, 10405, 135954, 128828]",en,['US'],"[{'id': 380, 'popularity': 5.9043}, {'id': 139, 'popularity': 4.4502}, {'id': 71403, 'popularity': 1.3581}]","[{'id': 49903, 'popularity': 0.5598}]","[6054, 1421, 4412, 10809, 18035, 155294, 155619, 171345, 171670, 179431]","[35, 10751]",PG,2020-08-27,0
tt5198890,2023,97.0,16000000.0,"[1785, 6705, 169332, 181874]",en,['US'],"[{'id': 1356758, 'popularity': 1.8185}, {'id': 1813, 'popularity': 13.0444}, {'id': 74242, 'popularity': 2.7076}]","[{'id': 1661862, 'popularity': 0.4156}]","[378, 739, 818, 1442, 1930, 1680, 5248, 10041, 7464, 9016, 9807, 9826, 9957, 11322, 14540, 33451, 41393, 157213, 161545, 166760, 181514, 188841, 202371, 207317, 208992, 236634, 251667, 259094, 272553, 323809]","[53, 80]",R,2023-12-01,0
tt18411490,2023,155.0,36320000.0,"[1569, 215409, 9341, 236036, 21017]",hi,['IN'],"[{'id': 42802, 'popularity': 4.2039}, {'id': 81869, 'popularity': 1.0275}, {'id': 85969, 'popularity': 1.0732}]","[{'id': 224221, 'popularity': 0.2232}]",[321464],"[28, 12, 53]",,2023-11-12,0
tt12735488,2024,180.0,75000000.0,"[80065, 44098]",te,['IN'],"[{'id': 35780, 'popularity': 1.6334}, {'id': 237045, 'popularity': 3.7069}, {'id': 53975, 'popularity': 2.021}]","[{'id': 1508808, 'popularity': 0.36}]","[11196, 1701, 1530, 4565, 3289, 18034, 177588, 192260, 207372, 208067, 270755, 271810, 283839, 293198, 326076, 330415]","[18, 28, 14, 878]",PG-13,2024-06-26,0
tt1259528,2018,140.0,30000000.0,"[2995, 103330, 103331, 100033, 47729, 11761]",en,['US'],"[{'id': 17276, 'popularity': 4.6211}, {'id': 59254, 'popularity': 3.0689}, {'id': 1371398, 'popularity': 1.1103}]","[{'id': 54868, 'popularity': 0.3548}]","[796, 703, 1812, 1376, 1559, 5340, 3688, 2441, 10051, 10950, 12670, 15160, 15363, 18233, 34079, 34258, 159457, 159660, 185994, 202371, 203493, 232248, 277050, 321464]","[80, 53, 28]",R,2018-01-18,1
tt7238392,2018,102.0,20390000.0,"[189, 6896, 270264, 356, 270265]",fr,['FR'],"[{'id': 1077537, 'popularity': 0.5075}, {'id': 1180423, 'popularity': 0.3599}, {'id': 23984, 'popularity': 0.6226}]","[{'id': 1077537, 'popularity': 0.5075}]","[6054, 254, 6149, 3149, 5340, 9840, 173339, 244534, 247799, 279602, 288394, 294543, 312898, 329837, 356659, 356660, 356663, 356667, 356668]","[28, 35, 80]",,2018-01-19,1
tt5951188,2019,130.0,3500000.0,"[109270, 113710, 113711]",ru,"['RU', 'RS']","[{'id': 235814, 'popularity': 0.686}, {'id': 29839, 'popularity': 0.9626}, {'id': 226139, 'popularity': 0.7411}]","[{'id': 1315004, 'popularity': 0.4101}]","[11107, 10185, 15218, 210608, 367990, 370576, 371777, 371778, 371779, 371780, 373307, 373308, 373309, 373310, 373311]","[18, 28, 10752]",R,2019-03-21,0
tt3104988,2018,120.0,30000000.0,"[124283, 5420, 107897, 174, 128493]",en,['US'],"[{'id': 206444, 'popularity': 1.4799}, {'id': 1807132, 'popularity': 1.4327}, {'id': 1620, 'popularity': 3.1436}]","[{'id': 54507, 'popularity': 2.1645}]","[818, 1992, 4224, 13027, 14988, 237462, 280028]","[35, 10749]",PG-13,2018-08-15,1
tt3385516,2016,144.0,178000000.0,"[431, 9168, 28788, 91797, 25, 7505, 22213]",en,['US'],"[{'id': 5530, 'popularity': 3.555}, {'id': 17288, 'popularity': 2.9257}, {'id': 72129, 'popularity': 5.2233}]","[{'id': 9032, 'popularity': 1.1429}]","[1160, 1701, 9715, 1852, 9717, 9663, 10761, 33637, 155030, 176217, 179430, 208289, 325376, 325769]","[878, 14, 28]",PG-13,2016-05-18,1
tt2334871,2017,90.0,42000000.0,"[7076, 61791, 25, 22213]",en,['US'],"[{'id': 440414, 'popularity': 1.343}, {'id': 18892, 'popularity': 2.8073}, {'id': 1364004, 'popularity': 1.0401}]","[{'id': 56661, 'popularity': 0.5138}]","[1336, 970, 1930, 5159, 6876, 189208]","[28, 35]",R,2017-05-03,0
tt5028340,2018,130.0,130000000.0,"[2, 2527, 17021]",en,['US'],"[{'id': 5081, 'popularity': 8.4237}, {'id': 1179651, 'popularity': 2.359}, {'id': 17064, 'popularity': 2.7563}]","[{'id': 17633, 'popularity': 0.7383}]","[212, 818, 2343, 2341, 4344, 10235, 9663, 11321, 11322, 17997, 18035, 46962, 156766, 209220, 214548]","[14, 10751, 35]",PG,2018-12-13,1
tt1412528,2017,87.0,5000000.0,"[88548, 2575, 19632]",en,['US'],"[{'id': 84223, 'popularity': 3.5332}, {'id': 64342, 'popularity': 2.1773}, {'id': 35515, 'popularity': 1.2857}]","[{'id': 89576, 'popularity': 0.2295}]","[11327, 13027, 196499, 230442, 235545, 305042]","[35, 18]",PG-13,2017-03-03,0
tt1843303,2018,75.0,36000.0,"[20955, 102807]",en,['US'],"[{'id': 1970662, 'popularity': 0.4314}, {'id': 2223360, 'popularity': 0.2352}, {'id': 2293479, 'popularity': 0.0379}]","[{'id': 1299434, 'popularity': 0.0872}]","[1499, 1766, 10278, 11034, 12616, 155493, 257285, 281237, 311315, 325769, 325814]","[28, 27, 35]",NR,2018-09-28,1
tt1355683,2015,123.0,53000000.0,"[50481, 2691, 5056, 10246, 40106, 41624, 47169]",en,"['US', 'GB']","[{'id': 85, 'popularity': 5.8413}, {'id': 33192, 'popularity': 1.9917}, {'id': 86034, 'popularity': 2.2061}]","[{'id': 65167, 'popularity': 0.549}]","[549, 417, 1680, 3149, 1812, 2944, 9672, 8442, 11762, 10669, 9826, 10291, 11259, 14707, 14856, 40895, 208289]","[18, 80, 36]",R,2015-09-17,0
tt7334528,2018,103.0,19000000.0,"[1632, 491, 12292]",en,['US'],"[{'id': 1883106, 'popularity': 0.3133}, {'id': 1488961, 'popularity': 2.3849}, {'id': 35806, 'popularity': 1.2759}]","[{'id': 80215, 'popularity': 0.3154}]","[4610, 6496, 7312, 8743, 12380, 163223, 169358, 189920, 208747]",[35],PG-13,2018-06-27,0
tt3450900,2015,110.0,25000000.0,"[22842, 32554, 32555]",en,['US'],"[{'id': 10297, 'popularity': 4.692}, {'id': 3489, 'popularity': 3.4104}, {'id': 3899, 'popularity': 2.4283}]","[{'id': 5216, 'popularity': 0.9047}]","[1157, 1252, 879, 6722, 7464, 11510, 12369, 157171, 167040, 223620, 275682, 288823]",[18],PG-13,2016-04-27,0
tt26625693,2024,116.0,20000000.0,"[185259, 192528, 110799, 55446]",en,['US'],"[{'id': 9642, 'popularity': 4.5026}, {'id': 3292, 'popularity': 3.229}, {'id': 1034681, 'popularity': 1.6158}]","[{'id': 549310, 'popularity': 0.3952}]","[818, 1812, 2347, 9672, 10051, 9826, 15363, 180996, 193309, 207915, 208289, 272551]","[80, 18, 53]",R,2024-12-05,0
tt11535228,2021,141.0,18052672.0,"[63014, 138367, 112926, 103323, 3491]",ko,['KR'],"[{'id': 20738, 'popularity': 3.0442}, {'id': 25002, 'popularity': 4.3909}, {'id': 20737, 'popularity': 2.3442}]","[{'id': 1059129, 'popularity': 0.5698}]","[3800, 3203, 4245, 4811, 8044, 10184, 10168, 13015, 185266, 206867, 225136, 232571]","[28, 18, 53]",,2022-08-03,0
tt10964430,2020,142.0,2859129.0,"[3522, 108388]",hi,['IN'],"[{'id': 550167, 'popularity': 0.93}, {'id': 2032942, 'popularity': 0.6551}, {'id': 85669, 'popularity': 0.5059}]","[{'id': 126765, 'popularity': 0.3841}]","[1157, 11925, 15160, 194451]",[18],,2020-02-27,0
tt2296777,2018,86.0,59000000.0,"[28320, 24955, 21, 4]",en,['US'],"[{'id': 85, 'popularity': 6.3596}, {'id': 5081, 'popularity': 8.4237}, {'id': 5530, 'popularity': 3.3865}]","[{'id': 57742, 'popularity': 0.4315}]","[3289, 9663, 156091, 244967, 273879]","[16, 10751, 14, 35, 12, 9648]",PG,2018-03-15,0
tt3416828,2016,94.0,105000000.0,"[9383, 11749, 25]",en,['US'],"[{'id': 15757, 'popularity': 1.8318}, {'id': 5723, 'popularity': 3.4807}, {'id': 5724, 'popularity': 3.1647}]","[{'id': 229962, 'popularity': 0.3593}]","[657, 2407, 2078, 9663, 10506, 12990, 158024, 159955, 228851]","[12, 16, 10751, 35, 878]",PG,2016-06-23,1
tt4900716,2016,132.0,3577143.0,"[12154, 19146]",hi,['IN'],"[{'id': 1108117, 'popularity': 0.6227}, {'id': 131845, 'popularity': 0.5803}, {'id': 1108120, 'popularity': 1.7596}]","[{'id': 930926, 'popularity': 0.3113}]","[1862, 9957]","[18, 10749, 35, 10751]",,2016-03-18,1
tt2690138,2015,101.0,447524.0,"[21623, 2650, 5717, 61933]",en,"['US', 'GB']","[{'id': 70851, 'popularity': 5.5482}, {'id': 11006, 'popularity': 4.976}, {'id': 17696, 'popularity': 2.3865}]","[{'id': 240376, 'popularity': 0.3417}, {'id': 62763, 'popularity': 0.6044}]","[6054, 12670, 161213, 346190]","[35, 18]",R,2015-05-08,0
tt10731256,2022,123.0,35000000.0,"[829, 12]",en,['US'],"[{'id': 1373737, 'popularity': 5.2682}, {'id': 1052109, 'popularity': 2.1472}, {'id': 62064, 'popularity': 3.5978}]","[{'id': 59315, 'popularity': 3.1097}]","[2922, 6158, 10538, 12565, 171587, 187056, 194998, 208611, 233272, 238024, 325765]","[878, 9648, 53, 27]",R,2022-09-21,0
tt5990474,2017,100.0,700000.0,"[80504, 1473, 89212]",en,['US'],"[{'id': 68842, 'popularity': 7.0645}, {'id': 1286328, 'popularity': 2.9904}, {'id': 41820, 'popularity': 3.1252}]","[{'id': 1555636, 'popularity': 0.4934}]","[1415, 1447, 732, 295, 1786, 4232, 11612, 12436, 14988, 165576, 197056, 209792, 214388, 231519, 234956, 240119, 240315, 271944, 272877, 280028, 281659, 292593, 325761, 325769, 325775, 325804, 325820]",[18],PG-13,2017-08-04,0
tt5397194,2018,100.0,20000000.0,"[23437, 6715, 61011, 24049, 109929]",en,"['GB', 'US']","[{'id': 2296, 'popularity': 2.7812}, {'id': 71070, 'popularity': 6.0488}, {'id': 10132, 'popularity': 2.225}]","[{'id': 8685, 'popularity': 0.9551}]","[703, 4565, 10714, 18419, 207694, 228923]","[878, 80, 9648, 53]",R,2018-05-03,0
tt10223460,2022,112.0,23000000.0,"[1620, 10338, 213235]",en,['US'],"[{'id': 16866, 'popularity': 4.0742}, {'id': 887, 'popularity': 4.4777}, {'id': 2362790, 'popularity': 0.7613}]","[{'id': 59218, 'popularity': 0.5098}]","[6038, 6562, 9717, 13027, 179431, 324429, 325782]","[10749, 35, 10402]",PG-13,2022-02-09,0
tt3282076,2019,89.0,7800000.0,"[39626, 5381, 121616, 81406, 121617, 104764, 104419, 92187, 104972]",en,['DK'],"[{'id': 12795, 'popularity': 3.9022}, {'id': 82537, 'popularity': 0.6029}, {'id': 4458, 'popularity': 0.7494}]","[{'id': 1150, 'popularity': 2.2443}]","[591, 734, 6149, 509, 792, 5340, 1690, 5475, 9826, 11930, 13015, 291153]","[80, 53]",R,2019-05-31,0
tt30144839,2025,161.0,175000000.0,"[174, 178, 216687]",en,['US'],"[{'id': 6193, 'popularity': 7.0622}, {'id': 2228, 'popularity': 3.405}, {'id': 3914706, 'popularity': 2.8635}]","[{'id': 4762, 'popularity': 1.8884}]","[11196, 818, 836, 5616, 2187, 10131, 10562, 160910, 179430, 197430, 209044, 231020, 240303, 252314, 256015, 257456, 339049]","[53, 80, 35]",R,2025-09-23,0
tt4913966,2019,93.0,9000000.0,"[76907, 12, 217896]",en,['US'],"[{'id': 1817, 'popularity': 4.9151}, {'id': 58650, 'popularity': 2.4456}, {'id': 18920, 'popularity': 1.6549}]","[{'id': 1607672, 'popularity': 0.5742}]","[534, 380, 1228, 3684, 6152, 10655, 10093, 12670, 14768, 170309, 178856, 256183, 256274, 279542, 315058, 322767, 353932]",[27],R,2019-04-17,1
tt6777338,2017,124.0,125000.0,"[96850, 20064, 73918]",ko,['KR'],"[{'id': 1059584, 'popularity': 1.0265}, {'id': 25004, 'popularity': 1.4921}, {'id': 1254579, 'popularity': 1.1159}]","[{'id': 548646, 'popularity': 0.3991}]","[782, 1908, 9748, 13116, 188955, 202371, 272050, 283712, 325811]","[28, 53]",,2017-06-08,1
tt14961016,2024,137.0,8000000.0,"[346, 393, 30666, 94, 2429, 205328]",pt,['BR'],"[{'id': 87335, 'popularity': 0.6083}, {'id': 10055, 'popularity': 0.681}, {'id': 87341, 'popularity': 1.0989}]","[{'id': 8574, 'popularity': 0.7037}]","[456, 966, 1157, 818, 1228, 1809, 9672, 7059, 8041, 9872, 11322, 15271, 39737, 156091, 156887, 161752, 163119, 164246, 192772, 202647, 205734, 208364, 210608, 213971, 240237, 240315, 247882, 249905, 257783, 281237, 286957, 298528, 325772, 325776, 337015, 337962, 340972, 348357, 349616, 350608]","[18, 36]",PG-13,2024-09-19,1
tt8836988,2019,87.0,2400000.0,"[4322, 120509, 120510]",en,"['US', 'GB']","[{'id': 78110, 'popularity': 4.0686}, {'id': 51799, 'popularity': 1.1028}, {'id': 70517, 'popularity': 0.6608}]","[{'id': 77295, 'popularity': 0.9361}]","[378, 779, 642, 1562, 3149, 1366, 5572, 9777, 9748, 12653, 160159, 166582, 166631, 174244, 225976, 285576]","[80, 28, 53]",NR,2019-05-24,1
tt15980138,2024,133.0,830000.0,[80317],ml,['IN'],"[{'id': 931520, 'popularity': 0.8862}, {'id': 1620957, 'popularity': 0.5824}, {'id': 584765, 'popularity': 0.4336}]","[{'id': 2368209, 'popularity': 0.0896}]",[],"[53, 9648, 18, 12]",,2024-09-12,1
tt10182822,2018,151.0,21000000.0,"[1533, 83, 7981]",it,['IT'],"[{'id': 72782, 'popularity': 0.5642}, {'id': 124620, 'popularity': 0.4184}, {'id': 59270, 'popularity': 0.9918}]","[{'id': 56194, 'popularity': 0.8707}]",[],[18],,2018-09-13,0
tt15464390,2023,150.0,2169000.0,"[101786, 124796, 205606]",pa,['IN'],"[{'id': 1919374, 'popularity': 0.3301}, {'id': 1823199, 'popularity': 0.2878}, {'id': 77240, 'popularity': 0.3401}]","[{'id': 2312436, 'popularity': 0.1568}]",[],"[28, 18, 36]",NR,2023-08-25,1
tt5814060,2018,96.0,22000000.0,"[12, 76907, 11565]",en,['US'],"[{'id': 527313, 'popularity': 1.8875}, {'id': 76961, 'popularity': 1.6205}, {'id': 87287, 'popularity': 1.4965}]","[{'id': 1401474, 'popularity': 0.4789}]","[588, 745, 6152, 2626, 3335, 5905, 10093, 13153, 15001, 15285, 156592, 161261, 179882, 207046, 229863]",[27],R,2018-09-05,1
tt6467266,2021,110.0,85000000.0,[6704],en,['US'],"[{'id': 10297, 'popularity': 4.692}, {'id': 368, 'popularity': 4.3475}, {'id': 1245, 'popularity': 11.4332}]","[{'id': 52842, 'popularity': 0.8349}]","[1994, 1674, 3289, 9663, 11477, 12990, 14639, 18165, 183169, 267848, 278823, 314730]","[16, 35, 10751, 10402]",PG,2021-12-01,1
tt1878841,2016,92.0,4000000.0,"[55265, 33, 3172, 73625]",en,['US'],"[{'id': 4724, 'popularity': 4.9014}, {'id': 8329, 'popularity': 1.7397}, {'id': 934173, 'popularity': 1.2031}]","[{'id': 59998, 'popularity': 0.4577}]","[1326, 1585, 1430, 1646, 2324, 3358, 10224, 5522, 15001, 15162, 228775, 228777]","[27, 53]",PG-13,2016-05-13,1
tt6141246,2019,100.0,40000000.0,"[20580, 10227, 7493, 171788, 159584]",en,"['US', 'GB']","[{'id': 37632, 'popularity': 3.0567}, {'id': 72855, 'popularity': 3.0791}, {'id': 14011, 'popularity': 1.0263}]","[{'id': 212240, 'popularity': 0.632}]","[3124, 3497, 5565, 9672, 170337, 207928]","[12, 18, 10749]",PG-13,2019-11-04,0
